Date Of Stop,Month,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Personal Injury,Property Damage,Fatal,Commercial License,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
7/12/2017,Jul-17,23:40:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RANDOLPH ROAD/ HAMMONTON PL,39.06770167,-77.01728333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2003,HOND,ODYSSEY,"GREEN, DK",Warning,21-201(a1),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0677016666667, -77.0172833333333)"
7/12/2017,Jul-17,15:20:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AT STOP SIGN AT NEAREST POINT OF APPROACHING TRAFFIC VIEW,SHAW AVE/ FALMOUTH DR,39.06714,-77.00709,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,NISS,ALTIMA 4D,BLUE,Citation,21-707(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.06714, -77.00709)"
7/12/2017,Jul-17,15:20:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,SHAW AVE/ FALMOUTH DR,39.06714,-77.00709,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2015,NISS,ALTIMA 4D,BLUE,Citation,16-105(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.06714, -77.00709)"
7/12/2017,Jul-17,20:43:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,CONNECTICUT AVE @ DEAN RD,39.06686167,-77.07475,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,TOYOTA,COROLLA,WHITE,Warning,21-801.1,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.0668616666667, -77.07475)"
7/12/2017,Jul-17,22:54:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,CONNETICUT AVE @ INDEPENDENCE ST,39.06619167,-77.07460333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2014,HONDA,CRV,WHITE,Warning,21-801(a),Transportation Article,No,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,"(39.0661916666667, -77.0746033333333)"
7/12/2017,Jul-17,21:50:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 70 MPH IN A POSTED 45 MPH ZONE,CONNETICUT AVE @ INDEPENDENCE ST,39.06594833,-77.07439667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2009,HONDA,4S,GRAY,Citation,21-801.1,Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0659483333333, -77.0743966666667)"
7/12/2017,Jul-17,8:50:00,MCP,"4th district, Wheaton",FAILURE TO STOP FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,GEORGIA AVE/WELLER RD,39.06582667,-77.062515,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2010,TOYOTA,PRIUS,SILVER,Citation,21-706(a),Transportation Article,No,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0658266666667, -77.062515)"
7/12/2017,Jul-17,21:08:00,MCP,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,CONNETICUT AVE @ INDEPENDENCE ST,39.06573833,-77.074525,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2004,HYUNDAI,4S,BLUE,Warning,21-801(a),Transportation Article,No,BLACK,M,LANCASTER,CA,CA,A - Marked Patrol,"(39.0657383333333, -77.074525)"
7/12/2017,Jul-17,21:02:00,MCP,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,CONNECTICUT AVE @ DEAN RD,39.06552833,-77.07441833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2012,HOND,CRV,GRAY,Warning,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,Q - Marked Laser,"(39.0655283333333, -77.0744183333333)"
7/12/2017,Jul-17,15:57:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,BARBARA DR/DELANCY RD,39.06450667,-77.08066833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1999,MERCURY,COUGAR,RED,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0645066666667, -77.0806683333333)"
7/12/2017,Jul-17,15:57:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,BARBARA DR/DELANCY RD,39.06450667,-77.08066833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1999,MERCURY,COUGAR,RED,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0645066666667, -77.0806683333333)"
7/12/2017,Jul-17,16:02:00,MCP,"4th district, Wheaton",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,BARBARA DR/DELANCY RD,39.06444,-77.08055833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2005,TOYOTA,4S,WHITE,Citation,21-402(a),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06444, -77.0805583333333)"
7/12/2017,Jul-17,20:26:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 60 MPH IN A POSTED 45 MPH ZONE,CONNETICUT AVE @ INDEPENDENCE ST,39.06398833,-77.07383667,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,HONDA,ACCORD,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0639883333333, -77.0738366666667)"
7/12/2017,Jul-17,19:01:00,MCP,"4th district, Wheaton",DRIVING VEH. WHILE WEARING EARPHONES,GEORGIA AVE AND GLENALLAN AVE,39.06394633,-77.05609967,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2003,NISS,4S,BLACK,Citation,21-1120(c),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0639463333333, -77.0560996666667)"
7/12/2017,Jul-17,19:01:00,MCP,"4th district, Wheaton",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,GEORGIA AVE AND GLENALLAN AVE,39.06394633,-77.05609967,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2003,NISS,4S,BLACK,Warning,16-116(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0639463333333, -77.0560996666667)"
7/12/2017,Jul-17,22:07:00,MCP,"4th district, Wheaton",EXCEEDING POSTED MAXIMUM SPEED LIMIT: 59 MPH IN A POSTED 45 MPH ZONE,CONNETICUT AVE @ INDEPENDENCE ST,39.06392,-77.07364333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2005,FORD,MUSTANG,RED,Citation,21-801.1,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.06392, -77.0736433333333)"
7/12/2017,Jul-17,21:15:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,CONNETICUT AVE @ WELLER RD,39.06370333,-77.07368333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2016,FORD,COBRA,"GREEN, LGT",Citation,13-411(a),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0637033333333, -77.0736833333333)"
7/12/2017,Jul-17,0:11:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,HATHAWAY DR/WELLER RD,39.06368667,-77.0725,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1994,HONDA,CIVIC,GRAY,Warning,21-707(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0636866666667, -77.0725)"
7/12/2017,Jul-17,10:16:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,ROCKVILLE PIKE @ CONGRESSIONAL LN,39.06329667,-77.12524167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2012,FORD,VN,WHITE,Citation,13-409(b),Transportation Article,No,ASIAN,M,BOWIE,MD,VA,S - License Plate Recognition,"(39.0632966666667, -77.1252416666667)"
7/12/2017,Jul-17,10:16:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ROCKVILLE PIKE @ CONGRESSIONAL LN,39.06329667,-77.12524167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2012,FORD,VN,WHITE,Citation,13-401(h),Transportation Article,No,ASIAN,M,BOWIE,MD,VA,S - License Plate Recognition,"(39.0632966666667, -77.1252416666667)"
7/12/2017,Jul-17,13:49:00,MCP,"1st district, Rockville",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,E JEFFERSON ST / CONGRESSIONAL LA,39.062795,-77.12821333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,CHEV,CN,RED,Warning,13-411(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.062795, -77.1282133333333)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-411(f),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-411(d),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-703(g),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",DISPLAYING REG. PLATE ISSUED FOR OTHER VEHICLE,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-411(g),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-411(a),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,10:03:00,MCP,"4th district, Wheaton",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,RANDOLPH RD @ HEURICH RD,39.06216,-77.04239,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,FORD,F150,RED,Citation,13-411(c2),Transportation Article,No,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(39.06216, -77.04239)"
7/12/2017,Jul-17,15:00:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB COLUMBIA PIKE @ INDUSTRIAL PKWY,39.06122167,-76.96729167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,4S,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,S - License Plate Recognition,"(39.0612216666667, -76.9672916666667)"
7/12/2017,Jul-17,15:00:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",NB COLUMBIA PIKE @ INDUSTRIAL PKWY,39.06122167,-76.96729167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,4S,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,S - License Plate Recognition,"(39.0612216666667, -76.9672916666667)"
7/12/2017,Jul-17,15:00:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NB COLUMBIA PIKE @ INDUSTRIAL PKWY,39.06122167,-76.96729167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,4S,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,S - License Plate Recognition,"(39.0612216666667, -76.9672916666667)"
7/12/2017,Jul-17,15:00:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,NB COLUMBIA PIKE @ INDUSTRIAL PKWY,39.06122167,-76.96729167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,4S,BLACK,Citation,16-301(j),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,S - License Plate Recognition,"(39.0612216666667, -76.9672916666667)"
7/12/2017,Jul-17,15:00:00,MCP,"3rd district, Silver Spring",DISPLAY  SUSPENDED LIC.,NB COLUMBIA PIKE @ INDUSTRIAL PKWY,39.06122167,-76.96729167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2008,HOND,4S,BLACK,Citation,16-301(e),Transportation Article,No,BLACK,M,BALTIMORE,MD,MD,S - License Plate Recognition,"(39.0612216666667, -76.9672916666667)"
7/12/2017,Jul-17,13:20:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,12210 CHERRY HILL ROAD,39.061135,-76.958275,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,TOYOTA,COROLLA,BEIGE,Citation,13-401(h),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061135, -76.958275)"
7/12/2017,Jul-17,13:20:00,MCP,"3rd district, Silver Spring",FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED VEH. DAMAGE ACCIDENT,12210 CHERRY HILL ROAD,39.061135,-76.958275,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,TOYOTA,COROLLA,BEIGE,Citation,20-105(a),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061135, -76.958275)"
7/12/2017,Jul-17,13:20:00,MCP,"3rd district, Silver Spring",FAILURE OF VEH. DRIVER INVOLVED IN ACCIDENT TO GIVE INSURANCE POLICY INFORMATION,12210 CHERRY HILL ROAD,39.061135,-76.958275,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,TOYOTA,COROLLA,BEIGE,Citation,20-105.1,Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061135, -76.958275)"
7/12/2017,Jul-17,13:20:00,MCP,"3rd district, Silver Spring",FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,12210 CHERRY HILL ROAD,39.061135,-76.958275,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2011,TOYOTA,COROLLA,BEIGE,Citation,20-103(b),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.061135, -76.958275)"
7/12/2017,Jul-17,12:01:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,1750 ROCKVILLE PIKE,39.06074667,-77.12283333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,XX,02 - Automobile,1997,MERCEDES,S320,WHITE,Citation,13-411(d),Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,A - Marked Patrol,"(39.0607466666667, -77.1228333333333)"
7/12/2017,Jul-17,12:01:00,MCP,"1st district, Rockville",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,1750 ROCKVILLE PIKE,39.06074667,-77.12283333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,XX,02 - Automobile,1997,MERCEDES,S320,WHITE,Citation,13-401(b1),Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,A - Marked Patrol,"(39.0607466666667, -77.1228333333333)"
7/12/2017,Jul-17,12:01:00,MCP,"1st district, Rockville",KNOWINGLY DRIVING UNINSURED VEHICLE,1750 ROCKVILLE PIKE,39.06074667,-77.12283333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,XX,02 - Automobile,1997,MERCEDES,S320,WHITE,Citation,17-107,Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,A - Marked Patrol,"(39.0607466666667, -77.1228333333333)"
7/12/2017,Jul-17,12:00:00,MCP,"4th district, Wheaton",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,RANDOLPH RD/GLENALLEN,39.05947,-77.04672833,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2012,FORD,ESCAPE,GRAY,Citation,22-412.2(d),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05947, -77.0467283333333)"
7/12/2017,Jul-17,23:19:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NEWPORT MILL/ COLLEGE VIEW,39.05909333,-77.048745,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,HONDA,4D,GREEN,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0590933333333, -77.048745)"
7/12/2017,Jul-17,23:19:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NEWPORT MILL/ COLLEGE VIEW,39.05909333,-77.048745,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,HONDA,4D,GREEN,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0590933333333, -77.048745)"
7/12/2017,Jul-17,23:19:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,NEWPORT MILL/ COLLEGE VIEW,39.05909333,-77.048745,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,HONDA,4D,GREEN,Citation,21-301(a),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0590933333333, -77.048745)"
7/12/2017,Jul-17,23:19:00,MCP,"4th district, Wheaton",DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR,NEWPORT MILL/ COLLEGE VIEW,39.05909333,-77.048745,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,HONDA,4D,GREEN,Citation,13-616.1(f2),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0590933333333, -77.048745)"
7/12/2017,Jul-17,23:19:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,NEWPORT MILL/ COLLEGE VIEW,39.05909333,-77.048745,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1998,HONDA,4D,GREEN,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0590933333333, -77.048745)"
7/12/2017,Jul-17,15:48:00,MCP,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,GEORGIA AVE/ ARCOLA AVE,39.05867833,-77.048255,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,1999,CHEV,LUMINA,"BLUE, DARK",Warning,21-604(d),Transportation Article,No,BLACK,M,CAPITOL HEIGHTS,MD,MD,A - Marked Patrol,"(39.0586783333333, -77.048255)"
7/12/2017,Jul-17,9:47:00,MCP,"4th district, Wheaton",DRIVING LEFT OF ROADWAY CENTER IN OVERTAKING AND PASSING WHEN UNSAFE,RANDOLPH ROAD @ GEORGIA AVENUE,39.05788833,-77.04957333,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,PA,02 - Automobile,2011,HYUN,SUV,"GREEN, DK",Citation,21-305,Transportation Article,No,WHITE,M,PALMERTON,PA,PA,A - Marked Patrol,"(39.0578883333333, -77.0495733333333)"
7/12/2017,Jul-17,2:32:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NB COLUMBIA PIK @ NEW HAMPSHIRE AVE,39.05758833,-76.96868167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYOTA,COROLLA,WHITE,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0575883333333, -76.9686816666667)"
7/12/2017,Jul-17,2:32:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,NB COLUMBIA PIK @ NEW HAMPSHIRE AVE,39.05758833,-76.96868167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYOTA,COROLLA,WHITE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0575883333333, -76.9686816666667)"
7/12/2017,Jul-17,2:32:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NB COLUMBIA PIK @ NEW HAMPSHIRE AVE,39.05758833,-76.96868167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYOTA,COROLLA,WHITE,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0575883333333, -76.9686816666667)"
7/12/2017,Jul-17,2:32:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB COLUMBIA PIK @ NEW HAMPSHIRE AVE,39.05758833,-76.96868167,No Accident,No Personal Injury,No Property Damage,Not Fatal,No Commercial License,Not Alchol Related,Not in a Work Zone,MD,02 - Automobile,2013,TOYOTA,COROLLA,WHITE,Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,COLUMBIA,MD,MD,A - Marked Patrol,"(39.0575883333333, -76.9686816666667)"
